Variants,Fitness Score
GNSS,0.002815925
GNST,0.00104612
GNSV,0.000940252
GNSW,0.002037794
GNSY,0.000717496
GNTA,0.000578235
GNTC,0
GNTD,0.014695054
GNTE,0
GNTF,0
GNTG,0.002265152
GNTH,0.001166312
GNTI,0
GNTK,0.00475289
GNTL,0.001926772
GNTM,0.001756944
GNTN,0.001602827
GNTP,0.001422578
GNTQ,0
GNTR,0.001647796
GNTS,0.001445079
GNTT,0.000539534
GNTV,0.000815724
GNTW,0.001864512
GNTY,0.001223586
GNVA,0.000987332
GNVC,0.001391286
GNVD,0.006277906
GNVE,0.001060284
GNVF,0
GNVG,0.002866231
GNVH,0.000373411
GNVI,0.001305159
GNVK,0.000607724
GNVL,0.001388643
GNVM,0.001181394
GNVN,0.002158136
GNVP,0.00194135
GNVQ,0.001886976
GNVR,0.001614365
GNVS,0.001277034
GNVT,0.000598435
GNVV,0.000849432
GNVW,0.001398384
GNVY,0.000492956
GNWA,0.000772066
GNWC,0.00715
GNWD,0.025132657
GNWE,0
GNWF,0
GNWG,0.001473566
GNWH,0
GNWI,0
GNWK,0
GNWL,0.002610317
GNWM,0.004568056
GNWN,0
GNWP,0
GNWQ,0.001943853
GNWR,0.000740766
GNWS,0.0033182
GNWT,0.001740212
GNWV,0.001146792
GNWW,0
GNWY,0.00756092
GNYA,0.083576981
GNYC,0.018272222
GNYD,0.016861086
GNYE,0.003187016
GNYF,0
GNYG,0.327962965
GNYH,0.011916667
GNYI,0.015059524
GNYK,0
GNYL,0.003901542
GNYM,0.005593537
GNYN,0.008061275
GNYP,0.002806314
GNYQ,0.002768519
GNYR,0.000941867
GNYS,0.004911888
GNYT,0.100917713
GNYV,0.007830952
GNYW,0.011263699
GNYY,0
GPAA,0.006012797
GPAC,0.003132381
GPAD,0.002981855
GPAE,0
GPAF,0.001391286
GPAG,0.000985911
GPAH,0.000935438
GPAI,0
GPAK,0.001779762
GPAL,0.002997786
GPAM,0.001398384
GPAN,0
GPAP,0.001971823
GPAQ,0.001257263
GPAR,0.001450176
GPAS,0.00304537
GPAT,0.002811111
GPAV,0.001544131
GPAW,0.003205653
GPAY,0
GPCA,0.027553351
GPCC,0
GPCD,0.017735435
GPCE,0.010541667
GPCF,0.004090796
GPCG,0.013208835
GPCH,0.005374183
GPCI,0.002855035
GPCK,0.008986339
GPCL,0.002132944
GPCM,0
GPCN,0
GPCP,0.001497723
GPCQ,0.006300766
GPCR,0.002332624
GPCS,0.003806713
GPCT,0.003972222
GPCV,0.004121554
GPCW,0
GPCY,0.003011905
GPDA,0
GPDC,0.007119048
GPDD,0.225330964
GPDE,0
GPDF,0
GPDG,0.004060494
GPDH,0.001930164
GPDI,0
GPDK,0
GPDL,0.006411306
GPDM,0
GPDN,0
GPDP,0.000840746
GPDQ,0
GPDR,0.00310283
GPDS,0.002234375
GPDT,0.003754566
GPDV,0.003789171
GPDW,0
GPDY,0
GPEA,0.001127915
GPEC,0.003302209
GPED,0.180207701
GPEE,0
GPEF,0.004983333
GPEG,0.00715
GPEH,0.003282435
GPEI,0.003302209
GPEK,0
GPEL,0.000750913
GPEM,0
GPEN,0
GPEP,0.001923392
GPEQ,0.001971823
GPER,0.000843333
GPES,0.003817317
GPET,0.000838175
GPEV,0.001427517
GPEW,0
GPEY,0
GPFA,0.003143158
GPFC,0.009583333
GPFD,0.046241513
GPFE,0
GPFF,0.004060494
GPFG,0.004030637
GPFH,0
GPFI,0.001957738
GPFK,0.007830952
GPFL,0.002112396
GPFM,0.004060494
GPFN,0.00360636
GPFP,0.002903425
GPFQ,0
GPFR,0.001240196
GPFS,0.002367891
GPFT,0.002687092
GPFV,0.002116474
GPFW,0
GPFY,0
GPGA,0.002573552
GPGC,0.005296296
GPGD,0.032814885
GPGE,0.001087632
GPGF,0.006951389
GPGG,0.004537804
GPGH,0.001320884
GPGI,0.001030388
GPGK,0.002246585
GPGL,0.00202027
GPGM,0.00104612
GPGN,0.001950771
GPGP,0.001741317
GPGQ,0.000825552
GPGR,0.002661003
GPGS,0.002015319
GPGT,0.001508024
GPGV,0.001749468
GPGW,0.266469909
GPGY,0.019461539
GPHA,0.002537809
GPHC,0
GPHD,0.349429328
GPHE,0
GPHF,0
GPHG,0
GPHH,0
GPHI,0.006525794
GPHK,0.006525794
GPHL,0.004030637
GPHM,0
GPHN,0
GPHP,0.002015319
GPHQ,0
GPHR,0
GPHS,0.002425516
GPHT,0
GPHV,0
GPHW,0
GPHY,0
GPIA,0
GPIC,0.004568056
GPID,0.137905632
GPIE,0.012272388
GPIF,0
GPIG,0.002687092
GPIH,0
GPII,0
GPIK,0
GPIL,0.001015123
GPIM,0
GPIN,0
GPIP,0
GPIQ,0
GPIR,0
GPIS,0.001930164
GPIT,0.001229073
GPIV,0.01070638
GPIW,0
GPIY,0.003187016
GPKA,0
GPKC,0
GPKD,0.425615292
GPKE,0
GPKF,0
GPKG,0.004030637
GPKH,0
GPKI,0
GPKK,0
GPKL,0.00540954
GPKM,0
GPKN,0
GPKP,0.002060777
GPKQ,0
GPKR,0
GPKS,0.001575192
GPKT,0
GPKV,0.003383745
GPKW,0
GPKY,0
GPLA,0.005119373
GPLC,0.001292846
GPLD,0.012851296
GPLE,0.002108333
GPLF,0
GPLG,0.006193974
GPLH,0.000796754
GPLI,0.001631448
GPLK,0
GPLL,0.002632253
GPLM,0.003991505
GPLN,0.001207416
GPLP,0.001421963
GPLQ,0.001851914
GPLR,0.003865278
GPLS,0.001612255
GPLT,0.001765432
GPLV,0.002825601
GPLW,0.001450176
GPLY,0
GPMA,0.003789171
GPMC,0.003513889
GPMD,0.003986649
GPME,0
GPMF,0
GPMG,0.002124677
GPMH,0
GPMI,0
GPMK,0
GPML,0.001729232
GPMM,0
GPMN,0
GPMP,0.004725575
GPMQ,0
GPMR,0
GPMS,0.001916667
GPMT,0.001176323
GPMV,0.001756944
GPMW,0
GPMY,0
GPNA,0.002015319
GPNC,0
GPND,0.262500586
GPNE,0
GPNF,0.010963333
GPNG,0
GPNH,0
GPNI,0
GPNK,0
GPNL,0
GPNM,0
GPNN,0.008565104
GPNP,0.003132381
GPNQ,0
GPNR,0
GPNS,0
GPNT,0.001903356
GPNV,0
GPNW,0
GPNY,0.004030637
GPPA,0.000785339
GPPC,0.008305556
GPPD,0.028029712
GPPE,0.003833333
GPPF,0.004851032
GPPG,0.00123461
GPPH,0.003150383
GPPI,0
GPPK,0.002303221
GPPL,0.000671773
GPPM,0
GPPN,0.004090796
GPPP,0.006684959
GPPQ,0.001877283
GPPR,0.002987284
GPPS,0
GPPT,0.003159462
GPPV,0.001109649
GPPW,0.002284028
GPPY,0.005593537
GPQA,0.003187016
GPQC,0
GPQD,0.391570376
GPQE,0
GPQF,0.006684959
GPQG,0.011187075
GPQH,0.004030637
GPQI,0
GPQK,0
GPQL,0
GPQM,0
GPQN,0
GPQP,0.00232274
GPQQ,0
GPQR,0.00696822
GPQS,0.00222832
GPQT,0.007757076
GPQV,0
GPQW,0.013051587
GPQY,0
GPRA,0.00501372
GPRC,0.001661111
GPRD,0.066145276
GPRE,0
GPRF,0.002537809
GPRG,0.00120212
GPRH,0.000778646
GPRI,0
GPRK,0.001522685
GPRL,0.003164021
GPRM,0
GPRN,0.002332624
GPRP,0.001794326
GPRQ,0.002293584
GPRR,0.00291578
GPRS,0.00330719
GPRT,0.000927524
GPRV,0
GPRW,0.001827222
GPRY,0.00240424
GPSA,0.003639885
GPSC,0.003275896
GPSD,0.013587777
GPSE,0.00111416
GPSF,0.001003968
GPSG,0.002390262
GPSH,0.003408997
GPSI,0.002875
GPSK,0.002201473
GPSL,0.002811111
GPSM,0.002342593
GPSN,0.000830556
GPSP,0.001436495
GPSQ,0.00249924
GPSR,0.003319987
GPSS,0.002220583
GPST,0.001807938
GPSV,0.001089795
GPSW,0.00115647
GPSY,0.001686667
GPTA,0
GPTC,0.007944444
GPTD,0.015237262
GPTE,0.003754566
GPTF,0.002825601
GPTG,0.003806713
GPTH,0.00232274
GPTI,0
GPTK,0
GPTL,0.001815121
GPTM,0.00322451
GPTN,0
GPTP,0.001883734
GPTQ,0.007475
GPTR,0.001054167
GPTS,0.002618631
GPTT,0.002175265
GPTV,0.001756944
GPTW,0.003654444
GPTY,0
GPVA,0.002141276
GPVC,0.004894345
GPVD,0.009440094
GPVE,0.000668496
GPVF,0.00240424
GPVG,0.00227455
GPVH,0
GPVI,0.001579731
GPVK,0
GPVL,0.003754566
GPVM,0.000783095
GPVN,0
GPVP,0.000506156
GPVQ,0.001207416
GPVR,0.00083308
GPVS,0.001549744
GPVT,0.002145466
GPVV,0.000423622
GPVW,0
GPVY,0.001709459
GPWA,0.000713759
GPWC,0
GPWD,0.026059985
GPWE,0
GPWF,0.002060777
GPWG,0.001903356
GPWH,0
GPWI,0.003404762
GPWK,0
GPWL,0.004411804
GPWM,0
GPWN,0
GPWP,0.001621795
GPWQ,0.006090741
GPWR,0.005577277
GPWS,0.003868112
GPWT,0.002782572
GPWV,0.005171384
GPWW,0
GPWY,0
GPYA,0
GPYC,0.004090796
GPYD,0.017483215
GPYE,0
GPYF,0
GPYG,0.003150383
GPYH,0
GPYI,0
GPYK,0
GPYL,0
GPYM,0
GPYN,0
GPYP,0
GPYQ,0.003806713
GPYR,0.003096987
GPYS,0.001181394
GPYT,0.003150383
GPYV,0
GPYW,0
GPYY,0
GQAA,0.013479508
GQAC,0
GQAD,0.01273743
GQAE,0
GQAF,0.003426042
GQAG,0.002447173
GQAH,0
GQAI,0
GQAK,0
GQAL,0.002237415
GQAM,0.003302209
GQAN,0
GQAP,0.000996667
GQAQ,0
GQAR,0
GQAS,0.005958333
GQAT,0.001218148
GQAV,0
GQAW,0
GQAY,0.00222832
GQCA,0.079505089
GQCC,0.037375
GQCD,0.062930881
GQCE,0.005710069
GQCF,0.006852083
GQCG,0.051981322
GQCH,0.004152778
GQCI,0
GQCK,0.013051587
GQCL,0.005958333
GQCM,0
GQCN,0.014055556
GQCP,0.008770667
GQCQ,0.004725575
GQCR,0.002635417
GQCS,0.00583156
GQCT,0.007407658
GQCV,0
GQCW,0.026739838
GQCY,0.004420699
GQDA,0.005270833
GQDC,0.027408333
GQDD,0.473047037
GQDE,0
GQDF,0
GQDG,0
GQDH,0.009616959
GQDI,0
GQDK,0
GQDL,0
GQDM,0
GQDN,0
GQDP,0.004685185
GQDQ,0
GQDR,0
GQDS,0.003447589
GQDT,0.00176828
GQDV,0
GQDW,0
GQDY,0
GQEA,0.004606443
GQEC,0
GQED,0.39762957
GQEE,0.010342767
GQEF,0
GQEG,0.003806713
GQEH,0.005481667
GQEI,0.006525794
GQEK,0
GQEL,0
GQEM,0.009788691
GQEN,0
GQEP,0.009451149
GQEQ,0
GQER,0.002015319
GQES,0.001791394
GQET,0.002610317
GQEV,0.010027439
GQEW,0
GQEY,0.007212719
GQFA,0.09225244
GQFC,0.021083333
GQFD,0.113634533
GQFE,0
GQFF,0
GQFG,0.715000004
GQFH,0
GQFI,0.00480848
GQFK,0.005593537
GQFL,0.005347968
GQFM,0.010748366
GQFN,0
GQFP,0.001181394
GQFQ,0.006852083
GQFR,0.006229167
GQFS,0.01539794
GQFT,0.328900002
GQFV,0.009238764
GQFW,0
GQFY,0.004030637
GQGA,0.008305556
GQGC,0.108599057
GQGD,0.101053908
GQGE,0
GQGF,0.030149167
GQGG,0.00176828
GQGH,0
GQGI,0.013051587
GQGK,0.006604418
GQGL,0.027322949
GQGM,0.231257814
GQGN,0.002425516
GQGP,0.002068553
GQGQ,0
GQGR,0.000887001
GQGS,0.006007306
GQGT,0.004309486
GQGV,0.011968705
GQGW,0.029271036
GQGY,0.009930556
GQHA,0
GQHC,0
GQHD,0.733948874
GQHE,0
GQHF,0
GQHG,0
GQHH,0.009451149
GQHI,0
GQHK,0
GQHL,0.004420699
GQHM,0
GQHN,0
GQHP,0
GQHQ,0
GQHR,0.004568056
GQHS,0
GQHT,0
GQHV,0
GQHW,0
GQHY,0.019577381
GQIA,0.00644902
GQIC,0.017682796
GQID,0.280034551
GQIE,0
GQIF,0
GQIG,0
GQIH,0
GQII,0.007830952
GQIK,0
GQIL,0.003513889
GQIM,0
GQIN,0
GQIP,0.002246585
GQIQ,0
GQIR,0
GQIS,0.004725575
GQIT,0.002537809
GQIV,0
GQIW,0
GQIY,0
GQKA,0
GQKC,0
GQKD,0.957233377
GQKE,0.011916667
GQKF,0
GQKG,0
GQKH,0
GQKI,0
GQKK,0
GQKL,0
GQKM,0
GQKN,0
GQKP,0
GQKQ,0
GQKR,0
GQKS,0.004894345
GQKT,0
GQKV,0
GQKW,0
GQKY,0.007212719
GQLA,0.008713632
GQLC,0.010854786
GQLD,0.057600667
GQLE,0
GQLF,0
GQLG,0.058242709
GQLH,0.003205653
GQLI,0.002885088
GQLK,0.0082225
GQLL,0.002585692
GQLM,0.005481667
GQLN,0
GQLP,0.000715622
GQLQ,0
GQLR,0.000750913
GQLS,0.0007064
GQLT,0.026680679
GQLV,0.002700328
GQLW,0.003262897
GQLY,0
GQMA,0.00715
GQMC,0.009136111
GQMD,0.018705913
GQME,0
GQMF,0
GQMG,0.036199686
GQMH,0
GQMI,0
GQMK,0.006374031
GQML,0.002610317
GQMM,0
GQMN,0.011420139
GQMP,0
GQMQ,0
GQMR,0
GQMS,0.007276549
GQMT,0.005427393
GQMV,0.011263699
GQMW,0
GQMY,0
GQNA,0
GQNC,0
GQND,0.739306607
GQNE,0
GQNF,0
GQNG,0
GQNH,0.007212719
GQNI,0
GQNK,0
GQNL,0
GQNM,0.012458333
GQNN,0
GQNP,0
GQNQ,0
GQNR,0
GQNS,0
GQNT,0.00480848
GQNV,0
GQNW,0
GQNY,0
GQPA,0.002796769
GQPC,0
GQPD,0.086317898
GQPE,0
GQPF,0
GQPG,0.00480848
GQPH,0
GQPI,0
GQPK,0.007830952
GQPL,0.002000608
GQPM,0
GQPN,0
GQPP,0.003729025
GQPQ,0.007027778
GQPR,0.002045398
GQPS,0.004090796
GQPT,0.006795455
GQPV,0
GQPW,0
GQPY,0
GQQA,0
GQQC,0
GQQD,0.786448639
GQQE,0
GQQF,0
GQQG,0.008305556
GQQH,0
GQQI,0.011420139
GQQK,0
GQQL,0
GQQM,0
GQQN,0
GQQP,0
GQQQ,0.008305556
GQQR,0
GQQS,0.006300766
GQQT,0
GQQV,0
GQQW,0
GQQY,0
GQRA,0.002022755
GQRC,0.003559524
GQRD,0.124546668
GQRE,0
GQRF,0.004090796
GQRG,0.00240424
GQRH,0
GQRI,0
GQRK,0
GQRL,0.000968492
GQRM,0
GQRN,0
GQRP,0.005332361
GQRQ,0
GQRR,0.001809131
GQRS,0
GQRT,0.001096333
GQRV,0.001745754
GQRW,0
GQRY,0.002885088
GQSA,0.005139063
GQSC,0.002768519
GQSD,0.041843753
GQSE,0
GQSF,0.002768519
GQSG,0
GQSH,0.001621795
GQSI,0.002561526
GQSK,0.00291578
GQSL,0.004400421
GQSM,0.003079588
GQSN,0.001851914
GQSP,0.002754606
GQSQ,0.001723795
GQSR,0.002476657
GQSS,0.000730889
GQST,0.003196307
GQSV,0.002840242
GQSW,0.002768519
GQSY,0
GQTA,0
GQTC,0
GQTD,0.046923366
GQTE,0
GQTF,0
GQTG,0
GQTH,0.00464548
GQTI,0
GQTK,0
GQTL,0.002796769
GQTM,0
GQTN,0
GQTP,0.002469219
GQTQ,0
GQTR,0
GQTS,0.002561526
GQTT,0
GQTV,0
GQTW,0
GQTY,0
GQVA,0
GQVC,0
GQVD,0.018617644
GQVE,0.003262897
GQVF,0
GQVG,0.003275896
GQVH,0
GQVI,0
GQVK,0.002175265
GQVL,0.001251522
GQVM,0.007260486
GQVN,0.003806713
GQVP,0.000614537
GQVQ,0
GQVR,0
GQVS,0.00240424
GQVT,0.001308274
GQVV,0.001042142
GQVW,0
GQVY,0
GQWA,0.001641218
GQWC,0
GQWD,0.080252095
GQWE,0
GQWF,0
GQWG,0
GQWH,0
GQWI,0.005710069
GQWK,0
GQWL,0
GQWM,0
GQWN,0.004568056
GQWP,0.001815121
GQWQ,0.00464548
GQWR,0.003972222
GQWS,0.001539794
GQWT,0
GQWV,0.002030247
GQWW,0
GQWY,0
GQYA,0.018272222
GQYC,0
GQYD,0.053839809
GQYE,0
GQYF,0
GQYG,0.167495371
GQYH,0.005374183
GQYI,0.009136111
GQYK,0
GQYL,0
GQYM,0.008841398
GQYN,0
GQYP,0.003114583
GQYQ,0
GQYR,0
GQYS,0.015226852
GQYT,0.023492857
GQYV,0
GQYW,0
GQYY,0
GRAA,0.018319806
GRAC,0.009601645
GRAD,0.004566111
GRAE,0.000666869
GRAF,0.001311404
GRAG,0.003302209
GRAH,0.000452283
GRAI,0.001363599
GRAK,0.000755051
GRAL,0.003516541
GRAM,0.004712034
GRAN,0.001181394
GRAP,0.003234658
GRAQ,0.000559354
GRAR,0.00135573
GRAS,0.003299724
GRAT,0.001839485
GRAV,0.001685629
GRAW,0.003469409
GRAY,0.003376797
GRCA,0.064325681
GRCC,0.024440552
GRCD,0.025077633
GRCE,0.00176828
GRCF,0
GRCG,0.041592413
GRCH,0.001274806
GRCI,0.00769897
GRCK,0.00176828
GRCL,0.00567069
GRCM,0.005339286
GRCN,0.002979167
GRCP,0.005316272
GRCQ,0.002840242
GRCR,0.000529118
GRCS,0.007891075
GRCT,0.009930556
GRCV,0.004568056
GRCW,0
GRCY,0.00411125
GRDA,0.001851914
GRDC,0.001384259
GRDD,0.087744118
GRDE,0.001007659
GRDF,0.001427517
GRDG,0.000864616
GRDH,0.002864983
GRDI,0.001268904
GRDK,0.001363599
GRDL,0.000803763
GRDM,0.001218148
GRDN,0.001191667
GRDP,0.000434363
GRDQ,0.00225583
GRDR,0.00183456
GRDS,0.001489583
GRDT,0.00279202
GRDV,0.0016445
GRDW,0
GRDY,0.002000608
GREA,0.00310283
GREC,0.001943853
GRED,0.065829003
GREE,0.001263057
GREF,0.001575192
GREG,0.001026529
GREH,0
GREI,0.001350164
GREK,0.003187016
GREL,0.001971823
GREM,0.001434991
GREN,0.006433881
GREP,0.002863557
GREQ,0
GRER,0.001311404
GRES,0.00122541
GRET,0.00157218
GREV,0.000725088
GREW,0.008120988
GREY,0
GRFA,0.088112139
GRFC,0.028699826
GRFD,0.036616122
GRFE,0
GRFF,0.001311404
GRFG,0.871674868
GRFH,0.001514273
GRFI,0.006145366
GRFK,0
GRFL,0.003291394
GRFM,0
GRFN,0.003289
GRFP,0.008107129
GRFQ,0
GRFR,0.003126426
GRFS,0.012764554
GRFT,0.508721442
GRFV,0.017169954
GRFW,0
GRFY,0.000982378
GRGA,0.016186024
GRGC,0.174298858
GRGD,0
GRGE,0.000474193
GRGF,0.091173512
GRGG,0.005890043
GRGH,0.001658598
GRGI,0.009430824
GRGK,0.000620098
GRGL,0.062399866
GRGM,0.311228099
GRGN,0.005250639
GRGP,0.001012125
GRGQ,0.001452739
GRGR,0.001600746
GRGS,0.016626694
GRGT,0.016337516
GRGV,0.030220979
GRGW,0.049335
GRGY,0.023371447
GRHA,0.005518456
GRHC,0.008305556
GRHD,0.134949299
GRHE,0.002284028
GRHF,0
GRHG,0.005270833
GRHH,0
GRHI,0
GRHK,0.004894345
GRHL,0.000938642
GRHM,0
GRHN,0
GRHP,0.003373333
GRHQ,0.004766667
GRHR,0.001636318
GRHS,0.003141356
GRHT,0.002695902
GRHV,0
GRHW,0
GRHY,0
GRIA,0.001120995
GRIC,0.004030637
GRID,0.065054454
GRIE,0
GRIF,0.003582789
GRIG,0.002183931
GRIH,0.001091965
GRII,0
GRIK,0.001713021
GRIL,0.001993333
GRIM,0
GRIN,0.006525794
GRIP,0.001557292
GRIQ,0.004938438
GRIR,0.0032182
GRIS,0.000975386
GRIT,0.00227455
GRIV,0.001588889
GRIW,0.001916667
GRIY,0
GRKA,0.001223586
GRKC,0.003654444
GRKD,0.159843597
GRKE,0.002210349
GRKF,0.003654444
GRKG,0.001827222
GRKH,0
GRKI,0
GRKK,0
GRKL,0.002905477
GRKM,0
GRKN,0
GRKP,0.001864512
GRKQ,0.00240424
GRKR,0
GRKS,0.003915476
GRKT,0.002549612
GRKV,0
GRKW,0
GRKY,0
GRLA,0.010771834
GRLC,0.007144352
GRLD,0.024640549
GRLE,0.001855048
GRLF,0.002357706
GRLG,0.095850858
GRLH,0.001732512
GRLI,0.001647796
GRLK,0.002819787
GRLL,0.003619348
GRLM,0.001654427
GRLN,0.003413849
GRLP,0.003114583
GRLQ,0.000825552
GRLR,0.002832472
GRLS,0.004591011
GRLT,0.047869536
GRLV,0.003059535
GRLW,0
GRLY,0.001641218
GRMA,0.013262097
GRMC,0.006644444
GRMD,0.005483511
GRME,0.001176323
GRMF,0.001631448
GRMG,0.093397824
GRMH,0
GRMI,0
GRMK,0
GRML,0.00166785
GRMM,0.004493169
GRMN,0.001370417
GRMP,0.001058237
GRMQ,0
GRMR,0.000440648
GRMS,0.001809131
GRMT,0.008913279
GRMV,0
GRMW,0.00176828
GRMY,0.002149673
GRNA,0.00656487
GRNC,0.009060606
GRND,0.137969746
GRNE,0.003703829
GRNF,0.002210349
GRNG,0.001481532
GRNH,0
GRNI,0
GRNK,0.004530303
GRNL,0.002604117
GRNM,0.005270833
GRNN,0.001612255
GRNP,0.000657274
GRNQ,0.001916667
GRNR,0.001295902
GRNS,0.002205902
GRNT,0.000752976
GRNV,0
GRNW,0.002192667
GRNY,0
GRPA,0.003021391
GRPC,0.004746032
GRPD,0
GRPE,0.001870876
GRPF,0.000985911
GRPG,0.005334955
GRPH,0.002265152
GRPI,0
GRPK,0
GRPL,0.00360636
GRPM,0.00451166
GRPN,0.00304537
GRPP,0.003055556
GRPQ,0.00090159
GRPR,0.001916667
GRPS,0.001659435
GRPT,0.001815121
GRPV,0.002246585
GRPW,0.002740833
GRPY,0.00333232
GRQA,0.001723795
GRQC,0.004983333
GRQD,0.129409069
GRQE,0
GRQF,0
GRQG,0.001621795
GRQH,0.002963063
GRQI,0.00240424
GRQK,0
GRQL,0.002733998
GRQM,0
GRQN,0.00189023
GRQP,0.001531192
GRQQ,0.006090741
GRQR,0.000723175
GRQS,0.001420121
GRQT,0.002265152
GRQV,0.001034277
GRQW,0.002383333
GRQY,0
GRRA,0.00448452
GRRC,0.000843333
GRRD,0.031862616
GRRE,0.000673423
GRRF,0.001526927
GRRG,0.002132944
GRRH,0.001345745
GRRI,0.001691872
GRRK,0.003322222
GRRL,0.000426257
GRRM,0.000780864
GRRN,0.001314548
GRRP,0.001091096
GRRQ,0
GRRR,0.00108419
GRRS,0.001698425
GRRT,0.002743577
GRRV,0.001043464
GRRW,0
GRRY,0.000591973
GRSA,0.004282552
GRSC,0.008459362
GRSD,0.012264776
GRSE,0.001544131
GRSF,0.002648148
GRSG,0.001176323
GRSH,0.001858192
GRSI,0.001454023
GRSK,0.001505952
GRSL,0.001764485
GRSM,0.001602827
GRSN,0.003011905
GRSP,0.002066993
GRSQ,0.002414831
GRSR,0.001336992
GRSS,0.00304537
GRST,0.002898958
GRSV,0.001184798
GRSW,0.001833333
GRSY,0.001528346
GRTA,0.003039741
GRTC,0.006264762
GRTD,0.013753656
GRTE,0.001142014
GRTF,0
GRTG,0.002461826
GRTH,0.000941867
GRTI,0.001522685
GRTK,0.002622807
GRTL,0.002054598
GRTM,0
GRTN,0.001305159
GRTP,0.001232759
GRTQ,0.003638274
GRTR,0.001232759
GRTS,0.001195131
GRTT,0.003336667
GRTV,0
GRTW,0.001827222
GRTY,0.000907561
GRVA,0.000144027
GRVC,0.00143
GRVD,0
GRVE,0.000673423
GRVF,0.001686667
GRVG,0.001505952
GRVH,0.000841607
GRVI,0.001319823
GRVK,0
GRVL,0.00135752
GRVM,0.00083308
GRVN,0.001123292
GRVP,0.00097489
GRVQ,0.000630802
GRVR,0.001315179
GRVS,0.001237397
GRVT,0.00111985
GRVV,0.000815724
GRVW,0.000919743
GRVY,0.001440648
GRWA,0.003172261
GRWC,0.00696822
GRWD,0.023522603
GRWE,0.00156619
GRWF,0
GRWG,0.004075589
GRWH,0.002700328
GRWI,0.001986111
GRWK,0.001986111
GRWL,0.005470725
GRWM,0
GRWN,0
GRWP,0.000595833
GRWQ,0
GRWR,0.005128378
GRWS,0.002514526
GRWT,0.003943645
GRWV,0.003253215
GRWW,0
GRWY,0.00176828
GRYA,0.013663979
GRYC,0.002740833
GRYD,0.015780927
GRYE,0.002303221
GRYF,0
GRYG,0.215255692
GRYH,0.00324359
GRYI,0.007027778
GRYK,0
GRYL,0
GRYM,0
GRYN,0.002362787
GRYP,0.001473566
GRYQ,0.002076389
GRYR,0
GRYS,0.010596005
GRYT,0.028214461
GRYV,0.000954994
GRYW,0
GRYY,0.004090796
GSAA,0.013568482
GSAC,0.004075589
GSAD,0.004953309
GSAE,0.001923392
GSAF,0.003860329
GSAG,0.006186983
GSAH,0.000553704
GSAI,0
GSAK,0
GSAL,0.001126061
GSAM,0.004774971
GSAN,0
GSAP,0.000512305
GSAQ,0
GSAR,0.000797527
GSAS,0.001945578
GSAT,0.002015319
GSAV,0.000989471
GSAW,0.002895246
GSAY,0.000655702
GSCA,0.119872438
GSCC,0.013051587
GSCD,0.024683136
GSCE,0.002015319
GSCF,0.009788691
GSCG,0.031503832
GSCH,0.002597946
GSCI,0.005958333
GSCK,0.003654444
GSCL,0.006701304
GSCM,0.001930164
GSCN,0.013451943
GSCP,0.006734234
GSCQ,0.005739965
GSCR,0.002687092
GSCS,0.003286371
GSCT,0.007575168
GSCV,0.001405556
GSCW,0
GSCY,0.00156619
GSDA,0
GSDC,0.001681493
GSDD,0.100683243
GSDE,0.007875958
GSDF,0
GSDG,0.002053059
GSDH,0.00310283
GSDI,0.001212758
GSDK,0.001641218
GSDL,0.001179699
GSDM,0.002673984
GSDN,0.001363599
GSDP,0.001588889
GSDQ,0.001384259
GSDR,0.001375
GSDS,0.002189164
GSDT,0.001560247
GSDV,0.001579731
GSDW,0.005075617
GSDY,0
GSEA,0.001149196
GSEC,0.007119048
GSED,0.076587979
GSEE,0.003028545
GSEF,0
GSEG,0
GSEH,0.001007659
GSEI,0
GSEK,0.001791394
GSEL,0.000449317
GSEM,0.001815121
GSEN,0.001489583
GSEP,0.001867689
GSEQ,0.004238402
GSER,0
GSES,0.000941867
GSET,0.001637948
GSEV,0
GSEW,0
GSEY,0
GSFA,0.353789325
GSFC,0.059819775
GSFD,0.054044792
GSFE,0.001007659
GSFF,0.002332624
GSFG,1.208310379
GSFH,0.001183945
GSFI,0.015472446
GSFK,0.002458147
GSFL,0.006488715
GSFM,0.005936823
GSFN,0.002759228
GSFP,0.013142857
GSFQ,0.002803922
GSFR,0.001916667
GSFS,0.022630734
GSFT,0.656789558
GSFV,0.033304947
GSFW,0
GSFY,0
GSGA,0.006459152
GSGC,0.089107811
GSGD,0.038352414
GSGE,0.000573396
GSGF,0.086552632
GSGG,0.00459591
GSGH,0.000742773
GSGI,0.010027439
GSGK,0.001277778
GSGL,0.047593288
GSGM,0.231628513
GSGN,0.002719081
GSGP,0.001163013
GSGQ,0.001874074
GSGR,0.001396603
GSGS,0.004973286
GSGT,0.005111111
GSGV,0.021060833
GSGW,0.071420379
GSGY,0.045091129
GSHA,0.005990893
GSHC,0.005593537
GSHD,0.157031009
GSHE,0
GSHF,0
GSHG,0.002425516
GSHH,0.002425516
GSHI,0
GSHK,0.003754566
GSHL,0
GSHM,0.003806713
GSHN,0.002885088
GSHP,0.001087632
GSHQ,0
GSHR,0.002124677
GSHS,0.005132647
GSHT,0.005503681
GSHV,0.001864512
GSHW,0
GSHY,0
GSIA,0.001996964
GSIC,0.001661111
GSID,0.074213246
GSIE,0
GSIF,0.001505952
GSIG,0.002022755
GSIH,0.000951678
GSII,0.004493169
GSIK,0.003362986
